"k","WSS","Mean_silhouette"
2,327.429323756178,0.46572077502966
3,200.559929631478,0.540726883142658
4,91.5395684127529,0.581195534536688
5,69.6272932693237,0.582307850323185
6,52.9096459838781,0.527581491124778
7,43.4192759199204,0.509167085303331
8,37.3254186142137,0.464242284221244
