"","Aspartate","Guanidinoacetate","Glutamine","Glutamate","Pyroglutamine","Cysteine_glutathione_disulfide","Cys_gly_oxidized","Pipecolate","S_adenosylhomocysteine","N_acetyltaurine","Hydroxybutyrate_hydroxyisobutyrate_2","Taurine","N_acetylmethionine","Bromotryptophan_5","Citrulline","Erythronate","Mannose","Fructose","Anhydroglucitol_1_5","Glucose","Ribonate","Arabonate_xylonate","Oxalate","Malate","Palmitoyl_linoleoyl_glycerol","Palmitoylcholine","Hydroxydecanoate_3","Hydroxyoctanoate_3","Hydroxymyristate_3","Hydroxylaurate_3","Hydroxybutyrate_3","Linoleoyl_GPC","Stearoyl_GPC","Stearoyl_GPI","Enyl_palmitoyl_GPC","Enyl_oleoyl_GPE","Enyl_palmitoyl_GPE","Arachidonoylcholine","Oleoylcholine","Dihomo_linolenoyl_choline","Distearoyl_GPC","Docosahexaenoylcholine","Palmitoyl_arachidonoyl_GPE","Palmitoyl_oleoyl_GPE","GPC","Enyl_palmitoyl_palmitoleoyl_GPC","Enyl_palmitoyl_oleoyl_GPC","Enyl_palmitoyl_linoleoyl_GPC","Enyl_palmitoyl_palmitoyl_GPC","Sphingomyelin_d18_2_14_0","Sphingomyelin_d18_2_24_1","Lactosyl_N_palmitoyl_sphingosine","Sphingosine","Sphingomyelin_d18_1_24_1","Sphingomyelin_d18_1_20_1","Sphingomyelin_d18_2_23_0","Sphingomyelin_d18_2_16_0","Sphingomyelin_d18_1_22_1","Palmitoyl_sphingomyelin","Palmitoyl_dihydrosphingomyelin","Inosine","Methylguanine_7","Dihydroorotate","Aminoisobutyrate_3","Deoxyuridine_2","Leucylalanine","Fibrinogen_cleavage_peptide","Gluconate","Valine","Leucine","Isoleucine","Alanine","Serine","Glycine","Threonine","Phenylalanine","Tyrosine","Tryptophan","Histidine","Lysine","Arginine","Proline","Ornithine","Homocysteine","Cystine","Asparagine","Lactate","Pyruvate","Xylitol","Sorbitol","Maltose","Cholesterol","Choline","Palmitate","Stearate","Oleate","Linoleate","Arachidonate","Docosahexaenoate","Eicosapentaenoate","Myristate","Palmitoleate","Carnitine","Acetylcarnitine","Propionylcarnitine","Cholate","Deoxycholate","Glycocholate","Taurocholate","Adenosine","Guanosine","Uridine","Cytidine","Hypoxanthine","Xanthosine","Uric_acid","Allantoin","Nicotinamide","Pantothenate","Riboflavin","Pyridoxal","Thiamine","Ascorbate","Alpha_tocopherol","Gamma_glutamylalanine","Gamma_glutamylglutamate","Cysteinylglycine","Caffeine","Paraxanthine","Theobromine","Hippurate","Salicylate","Citrate","Succinate","Fumarate","Alpha_ketoglutarate"
"Hydroxyoctanoate_3",0.0235304197081107,0.030880066984263,-0.167681729552365,0.137237745945061,-0.119886080491283,-0.0340235834115218,0.281206849351856,-0.219968129992449,0.201305205635622,-0.0130705809265077,0.0671975044000775,0.522000471354042,0.0990436056321601,-0.205616933704786,-0.0541178774781295,-0.125285293490388,0.0696350473188432,-0.0593668534727265,-0.182150365808291,0.236987780288754,0.0269875032779867,0.2249295939828,0.150506604599847,0.131280579900352,-0.11439839147649,0.140445357473478,-0.325733537282597,1,-0.122244731481266,0.114051872636073,-0.131904655754598,-0.116435001144014,-0.113121795131273,0.153880817292904,-0.0366992885439106,-0.314621068802637,-0.0314361016734879,-0.0993476382817529,0.210677777952045,0.0659467018418284,0.106149926373426,-0.0807664259930228,0.227612701466411,0.0634920712220767,0.0245166218978433,0.208681752964546,0.110464985528342,0.0204492102289777,-0.1237385961476,0.133342499888189,0.0729299815289499,-0.211027994057541,0.153753880423228,0.105486853827252,-0.083953987973045,-0.0683674452026017,-0.185863836161359,0.262383707335376,0.260271586966842,0.0936747355019848,-0.317083498176886,0.0728683878614383,0.429497032809637,-0.179598712319121,-0.322640182298216,0.0715487799454652,0.21045604525926,-0.21427235588284,0.072508606854367,-0.134465754893124,0.234019021938861,-0.159547932843544,0.122323668331585,0.332756302948664,0.236032809412947,0.016853166266227,-0.0130159401816504,0.126164342310635,0.0491239911884467,-0.321826877639455,0.0524981671569214,-0.0728194562105729,-0.508808165618868,-0.0541541623294995,0.0987081014790685,-0.311249119635807,0.0339760051797866,-0.29994299010437,0.118897896654685,0.0709227418050209,0.151777661478682,0.318586240709065,-0.0852578189656419,0.0850263566628974,0.173287203360521,0.340532375667314,-0.00372058036571117,0.249692995732065,0.185878836932484,-0.111027471358982,0.515521343478706,-0.0928822799422478,0.367178102551326,0.104065812961528,0.230527604935891,0.397727502839097,-0.0549091228467741,-0.276977858269505,-0.176680861325841,0.210464771233978,0.326337638353936,0.00988172353863492,0.0390350882958651,0.205367828867095,0.140947264994498,0.35472883276032,0.152519223359339,0.380239011958053,0.224269115632857,0.128469011876982,-0.00492311851901944,-0.219771415636108,-0.153782064335026,-0.171884075523439,-0.109409057399425,0.253637526298624,-0.0934788921959663,0.204291730415474,-0.163955926268011,-0.0178353542393553,-0.1697438879522,-0.242619107534544,-0.261912945873823,0.150215956087075,-0.0359825956750072,0.0263794906613681
"Hydroxymyristate_3",-0.270105656099897,0.0793592214749771,-0.311038075256926,0.0207906210550588,-0.29104407800361,-0.308604130396266,-0.0899578468690521,-0.0807888756690284,0.164630484993477,-0.192392201251465,-0.259711120161777,0.350994012810623,-0.458388548142381,-0.268136804392702,0.128603049226316,-0.165666340762615,0.124144650153973,0.346944363075261,0.335002168948379,-0.374395755528284,0.286839323510259,0.0131755687133703,-0.24035148832971,0.261120249303081,0.388986993163776,0.0753050907909637,-0.0928589623928779,-0.122244731481266,1,0.135394895331868,-0.166115722317389,0.266321175736717,-0.066245685436079,0.316161031206194,-0.24591917875493,-0.258299954143371,-0.0436632385352314,-0.230973577749039,0.142905810906476,-0.0798313606751569,-0.1435197101951,-0.136965424272311,0.0571601281320355,-0.127598929776133,0.17628372349999,0.0923664936045637,0.485041809033532,-0.52206717455817,0.107268451445208,0.147452938308595,0.22632813240717,-0.321165409340535,-0.0141722599227081,0.51133280088354,0.351005766826035,-0.57427403344098,-0.141343859554187,0.0346185396282915,-0.220749318556859,0.126224141504398,0.128888109132064,0.0912649582004087,0.427702526359494,-0.223121378748049,0.00984262459215798,0.314042377258138,-0.156411629175892,-0.165783643075185,0.116450682082903,-0.298010873391038,-0.167382672652697,-0.288612108452728,-0.301520978908426,-0.166954435752886,-0.275679297319641,0.39209326524946,-0.195306348660146,0.545545333400578,-0.0644150702451464,0.0587599452299298,0.268422712062919,-0.280882113681952,-0.242703373270725,0.168005465783495,-0.0878831229358658,-0.135458916887408,-0.370959636715766,-0.0833848010432166,0.203973906273656,0.143622702897571,-0.243274735217314,0.309739377922712,-0.280600445211427,-0.377246946409383,0.404340735542392,0.485879065060235,0.245623413513015,-0.338210456930565,0.206036475783979,-0.0381482156298477,0.281455030560819,0.220992035362097,-0.205575297015381,0.0238657994152044,-0.055794269777095,0.422626552082735,0.32387332386533,0.435338876104795,-0.0888585790920004,-0.152136802939499,0.0653902686166957,-0.0092681580323769,0.0565093286713238,0.187736316148434,0.276478914979779,0.126253836272342,0.00222786058228432,0.0443022065540195,0.389863108867917,-0.274911624102093,-0.0897572905375209,-0.295111276601432,-0.154865496610681,-0.120370012778319,-0.228983288869011,-0.321549211237333,-0.473115540121064,-0.0495917031536513,-0.159091488392315,-0.435084893095678,0.103413911616012,-0.207526440361332,-0.0375736779079304,0.137414266983551,0.358671672271749,-0.274643480516948
"Hydroxylaurate_3",0.0913466688142063,0.166522137379034,0.317485854306166,0.15640667490315,0.36235137775925,0.19732068577198,-0.197053151453078,0.256154330676025,0.0667132220424424,0.340405254966179,0.0985716259970839,-0.144169912794713,-0.0431223247784564,-0.103255108317063,0.177307663617249,0.0582757569845447,0.0480321445442059,-0.221474629768932,-0.146235557903428,-0.164170676914233,-0.0282783253979235,-0.227487250808206,-0.238387443245589,-0.0407180349134481,-0.0935338383387965,-0.323864599800579,0.0280098086397901,0.114051872636068,0.135394895331851,1,0.0438409862425753,0.091609533113244,0.237722846265734,-0.416290214909749,-0.0074070538522509,0.297285478093524,0.302460719284183,0.114426562807019,-0.0341442584041129,0.127274444352043,0.0203348029705126,0.0434660811097538,-0.392521865523082,0.241242319670866,0.00971854035189085,-0.242764695869211,-0.438082527427642,-0.0135811515049793,0.1372708854373,-0.210343109762247,0.0738884707244985,0.295034067061439,-0.0414470487337867,-0.1812036274474,-0.0192411845891665,-0.0894996151858158,0.208997594897176,-0.265694219806849,-0.0394712524563313,-0.451511309577288,0.0261976175971911,0.162316781533603,-0.456678643123644,0.0950773632333122,0.0501497752831487,-0.140008048491295,-0.0300388720368611,0.334122724928654,-0.066131688360444,0.357397378207746,0.0247453294713643,0.177359778281922,-0.0200741960820613,-0.0933139037348558,-0.0848466438710278,-0.382114240553971,-0.167803780866486,-0.144814157173879,-0.0253325696538518,0.150738422505483,0.00862714829686629,0.181512991306857,0.21916712092156,0.0716344606754359,0.20587259214096,0.213800416729304,-0.0446010011462713,-0.0400669630991363,-0.25312107800324,0.0222186311299254,0.299779367321831,-0.177410476450239,-0.0352486283347498,0.166235917567879,-0.136376749090453,-0.336952784973656,0.289875105378215,-0.277896804169701,0.17732452208861,0.0693301237158369,-0.34154111223515,-0.0563888788346761,0.0320638440955006,-0.131444133260818,-0.128323313722297,-0.205251621871957,-0.303564952382618,0.0537225943643199,-0.10105767498353,-0.08401476113436,0.0978779261824819,-0.00833688079169026,-0.11421660850853,-0.281096206295293,0.0937561549426792,-0.188184173675743,-0.0601795246732013,0.0459478685482551,-0.0227595455581673,-0.180268478699453,-0.0322054407415065,0.28243956702912,0.0576946403479898,0.292417057909545,0.125865508743586,0.142514763853941,0.163525583663267,0.252030012459181,-0.0230907169052564,0.189683105956078,0.0743408315903522,0.31706409466793,0.259445964359455,-0.159062030642252,-0.100932470888158,-0.183750218941669
"Hydroxybutyrate_3",0.247499730938156,-0.0532533132223485,0.00431619887246773,0.040495075260438,-0.129432658555433,0.202645338877228,0.1433158503205,-0.0885854272340643,-0.193747615871063,-0.255430506869728,-0.00254703028801696,0.216425609620312,0.0773165399837691,0.196335523598243,-0.408090041235401,0.202160839484189,-0.117514338878979,-0.272979487011718,-0.159030756429391,0.163941829250078,-0.0799614410723826,0.269846019658353,0.159487083508971,-0.0690535226771776,0.152770290226004,0.401852497578717,0.145473739923953,-0.131904655754588,-0.166115722317391,0.0438409862425698,1,-0.0122007202953743,-0.189051814223838,-0.0283685059280853,0.228473688130567,-0.202277730972857,-0.163761430040194,-0.139739078622747,-0.0598753483734823,0.135382757285675,-0.269495822295961,-0.296613930179536,0.0774719888616789,-0.155726777334241,-0.160211924694758,0.0660382560987987,-0.0737543374738196,0.0849148399980445,-0.0292447410766874,-0.0308038380789338,-0.0963476832622077,-0.0331038804738975,-0.18083667681209,0.0905030096486488,0.0419917180797789,0.213338027726607,0.0466272903430296,-0.225659419200174,0.0695888731746763,0.115964221328472,-0.152161708088558,0.0992297128961002,0.125514901447246,0.0892713008664529,0.0395014011245615,-0.00816790055713665,0.149908699300588,-0.00372290945076387,0.081377289917851,-0.208123812331018,-0.377912644098402,-0.110334745977254,0.174701714626064,-0.0312673470565176,-0.103416733145346,0.20162302650257,-0.217199645388977,0.0140348858803835,0.178757563379585,-0.189462426778189,-0.258210291094193,0.0793575580105012,0.0541941640084899,-0.0500587621027462,0.158980507614552,-0.0309184501320804,-0.0151658848681512,-0.136415174435639,-0.0608885100271661,0.0238227086766002,-0.216132717636721,0.0366790527781407,-0.0475830225983172,0.183676977924497,0.0562146302725607,0.0273743001037422,-0.162649722260173,0.154750053688358,-0.259700910937866,0.173723109167366,-0.0205373986638953,-0.0944620565022432,0.170754931619691,-0.0984437455471649,0.282841130996057,0.17796231290071,-0.0407587956443627,-0.130856149078222,0.123741214176665,0.289990752790582,-0.0832880271618358,0.00812055001622571,0.124919326750118,-0.163726233223929,0.20811081834182,-0.197517938580082,-0.134878446176795,0.00397674254813066,0.0843332548251576,-0.0897081414109979,0.0564877706418662,-0.186165193666113,-0.0489455588686234,0.339114642599938,-0.0343601286981681,-0.0734649622601665,0.100874998622205,0.0358311603120014,0.252927886022713,-0.30649197887482,0.296037511724064,0.0287124297198634,-0.0844912251276733,-0.333654317333304,0.110865284741728,-0.211191698875288
"Linoleoyl_GPC",0.120822922660854,-0.127839494217024,-0.0100224884053689,-0.209307820986783,-0.022709110779005,-0.0205966294642591,0.171687747279846,-0.045046420061596,-0.125801221920096,-0.0208598356105387,0.172957883561358,0.10877245659142,0.321647100194169,0.0982697407825559,0.00562189353422355,0.130812406857792,0.120997005203982,-0.0834972402830121,-0.194060088123034,0.478731871075685,-0.352823764393707,0.166570657978509,0.281574596136219,-0.185311708874532,-0.174472525483508,0.193420992099188,-0.211654142796782,-0.116435001144011,0.266321175736726,0.0916095331132342,-0.0122007202953836,1,-0.0987038770799846,0.105845132170372,0.0282902262620605,-0.15043772237568,-0.0969026011678199,0.0918103687603889,0.20816775116965,0.0851667476416194,-0.00494848120462774,0.138433231378419,0.234569657645519,-0.0710637874880164,0.0402511708554324,0.252531772682796,-0.116491403064697,0.273328762126153,-0.124147977821894,-0.0405150705034707,-0.118617524429701,0.0100852973160036,0.340379648225203,-0.135020621661653,0.0964008799545609,0.297051734570318,0.0690281683550201,0.285505035157773,0.472576034765125,-0.175252495153848,-0.579267365027538,-0.130456469735789,0.231762649919514,-0.131393198785996,-0.16830893196111,-0.124888307767831,0.0715502277016248,-0.221876598069897,-0.153909151296315,0.00575947133151883,0.164176980565693,-0.00387807720744018,0.112084006850963,0.199894632778678,0.481784323315449,-0.292758754506065,0.19274265865686,-0.237191400238253,0.131938028550999,-0.326587904448361,-0.0933063078578225,0.0970343724931838,-0.408664230491759,-0.0820225948630526,-0.0745266965090049,0.03699114011368,-0.0300176757997524,0.00422942005997688,-0.0340069986908576,0.0357214433181733,0.209686142045174,0.152218268050972,0.0932711311531715,0.338634846361324,0.108621359216051,0.116033210265438,-0.212616623797642,0.0828848682864364,-0.0262681236430907,0.174286796771198,0.323695996065594,-0.215562435483019,0.193294606123433,-0.186819458812948,0.480303598843664,0.0571098691115647,-0.0286356761771102,-0.328604586684579,0.326551473493997,0.283016363448872,0.226198225858373,0.14535051930379,0.127984392827474,0.166135158542563,-0.0593737628198861,0.0593107841032548,0.342727841951955,-0.0168671267355537,-0.0622299624383808,0.106875813759256,-0.0179126019284832,0.045310650036486,-0.040670202583025,-0.0112554778469075,0.0738567552940501,0.483445410880839,-0.0369433130427321,0.0817168889895482,-0.0658418507674886,0.103980073236272,-0.158661354464598,-0.13925745531104,-0.394937085518882,0.19315999854433,-0.502528982881554,0.238169691872224
"Stearoyl_GPC",-0.0295605749819282,-0.47633774781692,-0.292382977014221,-0.476433608284908,-0.375539412768452,-0.198823848079917,0.157739955269793,-0.0202035878979036,-0.528209783466733,-0.187179755717555,-0.260355531474496,-0.0963479866548731,-0.0490842653102186,0.409092520325906,-0.0627839832599188,0.334955684898761,0.217208143377224,0.17782311130898,0.398862582513942,0.0575619393668562,-0.0127437643550116,0.171404143225284,-0.0284645565826071,-0.198367300382866,0.229410644212504,0.567729051260941,-0.0730829502500535,-0.113121795131261,-0.0662456854360569,0.237722846265726,-0.189051814223834,-0.09870387707999,1,0.0897299439710111,0.0698561598801594,-0.12596915168338,-0.499490854041284,-0.227211138729895,0.0422903340658183,-0.220862479176175,-0.262223957225436,-0.0390639573252322,0.380265101381749,-0.0489504841735618,-0.430783612907756,0.330604748077497,-0.0227803077722444,-0.0929806748834752,-0.111038874940662,-0.065317019298974,0.126117039307123,-0.172170696578356,0.140231846553964,0.235972327029802,0.115919362730185,0.248238778197495,0.294527805289888,0.0590055621283017,0.522440974607896,0.084671954831071,-0.0520136877405873,-0.0823297714206746,0.100847985745422,-0.191117675865734,-0.245845079549161,-0.168108113301915,0.228848167580022,0.0441165374601033,0.0766655140210088,-0.215540475547164,0.0405451099448511,0.0770412553111377,-0.030471233361081,-0.254041522797437,-0.284341797919979,0.243488532743651,0.306065110955352,-0.179332121102678,0.181369192026337,-0.405221800217641,-0.43707142197693,-0.282081391503343,-0.183120699216636,0.00127926695074613,0.0934301161360845,0.16844519489225,-0.248506371020756,0.249728005650731,0.227001729134766,-0.291661207730633,-0.0638073598365837,0.107327318538988,-0.376856590872699,-0.0238210398166307,-0.0997749955764003,0.030623306725931,-0.0422254369330208,0.113292525270765,-0.0700929788898506,0.478692134220647,-0.0661350094190813,-0.236475598648622,0.17754128205551,-0.195888447072565,-0.0665675277524324,0.0162161271236201,0.320899386731317,-0.0759109109580613,0.173536252157477,0.474118224090916,-0.0932004216934195,0.380752785928357,-0.0727113867458469,-0.363555192698803,-0.336868230112616,-0.0173715154148885,0.131263558945856,0.116723886048327,0.0136118329099386,0.113473718030521,0.177062072328164,-0.446850437420609,0.00922585991039275,-0.00207918499856494,-0.125077733654437,0.00477959658054199,-0.104916011795458,0.0028265618586034,0.152674576820634,-0.214600264367693,0.0412424514712615,0.101117085544604,-0.252865940740325,0.00980038102178271,0.112989605773151,0.0290112987839937
"Stearoyl_GPI",-0.0880641323789812,0.0217131710259823,0.296113121039688,0.055578430769383,0.476889832898388,0.131238224601778,-0.23301923149579,0.25783390826454,-0.132345692834807,0.450964095478356,-0.186338933009855,-0.253698975690085,0.0176862587373641,-0.0436129409413759,0.128926264780192,0.0786282771200631,-0.103867003366434,-0.220316287935797,-0.167726439603422,-0.120770100497539,0.0092598425483509,-0.0370839587709653,-0.108221403570107,0.132233875663698,-0.0579419906317697,-0.123772894949341,-0.0324954567891521,0.1538808172929,0.316161031206176,-0.416290214909755,-0.0283685059280783,0.105845132170383,0.0897299439710154,1,-0.00882214131726792,0.361373365993027,0.214025749689158,0.0929532473021347,0.069494461055504,0.106250389406687,0.203561453781942,0.0345861953247498,-0.378054401332842,0.03235005037314,-0.235372564848689,-0.134786159087465,-0.402912936370117,0.23596777802192,0.119942557979738,-0.374185121420227,0.142964469994266,0.205272370386081,-0.100212610883903,-0.271939610315074,-0.258791121323079,0.103772528618029,0.256765781898148,-0.101614180138437,-0.0741745753241014,-0.135953198115099,0.0695912073883659,-0.185855140660431,-0.46438269486802,0.381637238300718,0.026893672161261,-0.330853880058732,-0.00034985947261921,0.21173943614145,-0.195198381033105,0.316771195021929,0.0178504852796231,0.178415232671727,0.0895262444431144,-0.10592710069266,-0.117579700912659,-0.351191155020647,0.159245823595831,-0.409108885399303,-0.185982447066905,0.0538103882933852,-0.114987142712924,0.286774584697908,0.391983175822782,-0.157315821748129,0.0598559822517146,0.281547121020669,0.0682314466270911,0.284263285910987,-0.373782437552726,-0.231647101271,0.000342744934283018,-0.300234719181436,0.221672314987714,0.160201421922554,-0.0983942167078466,-0.505749193371527,0.235693064983322,-0.0224091150845738,-0.115118402081063,-0.175091074650661,-0.320396575812724,-0.107211885649069,0.336192726604804,-0.133760682340126,-0.231701996241245,-0.447411429693584,-0.0733992863494532,-0.192561896321526,-0.0839679828334893,-0.0421968234685638,-0.269406277845665,0.203736961132705,-0.387184264915737,-0.431715530786003,0.12602439578917,0.03818643578277,-0.35456527612834,0.156112952681519,-0.0653556801011113,-0.12325308251328,0.110312667389858,0.224815724379194,0.221415919403683,0.156674760346255,0.0253312882058339,0.188911951966523,0.37280957771045,0.215836205198337,-0.0368578782932509,0.178477583794663,0.233439636391474,0.155442828456861,0.163045079365431,-0.255611512695202,0.0820155178335842,-0.213582550268989
"Enyl_palmitoyl_GPC",-0.161407130217065,-0.115330527997053,-0.0369454697832661,0.0975760245974334,-0.00690675500363233,-0.242573081408139,-0.315456553503602,-0.029302479444922,0.149111464034435,0.10719873410859,-0.275326855863285,0.114883299071221,-0.338357334886698,-0.0376867845845495,0.331299280705717,-0.193448391462277,0.119076842575194,0.344518773127902,0.243291092433982,-0.160453205427504,0.124297984695391,-0.0474946656237017,-0.128239052835084,0.135812635485652,0.0417016274229255,-0.0604513986980797,-0.210142116611737,-0.0366992885439145,-0.245919178754932,-0.00740705385224229,0.228473688130566,0.0282902262620536,0.0698561598801475,-0.00882214131725733,1,-0.0680978877946242,-0.00809824462471618,0.144884263993905,0.216794739227542,0.0756464445925227,0.0684947753775359,-0.151773628839143,-0.137194073596235,0.0438642632622288,0.306034267375575,0.00873889216786305,0.182772634589191,-0.303815796369016,-0.197221381013816,0.0327021495721331,0.482050990289651,-0.0689818116856764,-0.0108380136276352,0.0718928019700046,0.0189445118139811,-0.374870867916284,-0.108742083381146,0.239732772790297,-0.0477487112327644,-0.103546080182556,-0.0980690445490064,0.0954704517912581,0.201430592585236,0.0491116120167152,-0.137784080696693,0.0965283390646951,0.0401865375156915,-0.188653279749564,-0.103697689081758,0.187892432828048,0.274691521730113,-0.12250087276488,-0.421462480628742,-0.00344217448029278,0.024758408234927,-0.160483578643465,0.2052004633106,0.237730095958991,-0.21194599113216,0.014198062687122,0.242472832640133,0.0679053175818278,-0.193475960670474,0.148725852581588,0.0994541399030739,-0.186113528941955,-0.0791849060164146,0.0102830383788885,-0.0215962045434278,0.0113472556714837,-0.0211750486164011,0.129992629067451,0.0611103441976679,-0.0855253896736956,0.103446895428402,0.109005850666692,0.394851957151076,-0.237471622206307,0.362287569037229,-0.175548339321068,0.286164556846672,0.028754404288713,0.024021531017974,0.230307567769999,-0.0137199139030781,0.204407492018055,0.14982708162815,0.0970547364177376,-0.0666322989777608,-0.177941561660541,0.17627745573901,0.19307464260898,-0.00771564594461106,0.200512216546234,0.149499999950119,0.326426400346346,0.188918406954092,0.0827668823252613,0.198686326225544,-0.025211532060421,-0.128036612992036,-0.0152673237613008,0.0423363456938409,-0.092746084222021,0.223585501359197,0.122710682233838,-0.311544547635314,0.167288536673942,-0.278195585347703,0.0977168493388753,-0.109105023493992,-0.0728426705132255,0.044114164308509,0.144364600187436,0.0553250483777388,0.0799563199042525
"Enyl_oleoyl_GPE",-0.0445235721958982,-0.0566181783154454,-0.150466551113904,0.134713056338739,-0.285442191018422,-0.174107724335231,0.179600399200742,-0.447648939081066,0.0695440320945457,-0.309623011125422,-0.131785319917513,0.38965469322053,-0.171945320598577,0.0122967152716612,-0.170326042001448,-0.0953986593050892,0.181760251296038,0.291085457362555,0.0834605597523231,0.0794792092092455,0.13712724943239,0.0892386590180134,-0.00465551683221249,0.143182188120497,-0.132867431106077,0.0800614053724516,0.0789704124146487,-0.314621068802633,-0.25829995414337,0.297285478093539,-0.202277730972865,-0.150437722375687,-0.125969151683396,0.361373365993037,-0.0680978877946158,1,-0.00881225349632096,-0.23900130750186,0.360154007582974,0.21334445321455,-0.290670419717345,-0.00422133576795016,0.171205311828929,-0.211251531788051,0.406140956481475,0.0097346831090404,0.418399122745037,-0.277366047535174,-0.166977027011298,0.209595542874034,0.128910033634999,-0.366347208971138,0.0257392570729138,0.479029149946513,0.34761975967338,-0.220182150494101,-0.158290425729256,0.0807623033626638,-0.00695086752715629,0.0600969416112731,-0.176815253717943,0.411291806231971,0.51406623929136,-0.266750192975506,-0.278476735682251,0.486431905014312,0.139071628530845,-0.417447007018893,0.411699569670348,-0.352952117901221,0.0209289726308641,-0.0498877570143943,-0.255175212077393,0.221759541792303,-0.0649528341240548,0.227915520224531,-0.141374567826909,0.398595435866532,0.0088408951568748,-0.137531740756032,0.0254623930709078,-0.332007381075196,-0.25928701219436,0.22808281883487,-0.0576281208671293,-0.239019983739392,-0.122046770691345,-0.283422669278252,0.267890455238342,0.111250995931456,-0.182959362203899,0.559256270356382,-0.271876743685259,-0.197024693067398,0.379693103198895,0.570370133043339,0.0989125396740949,0.187060096106929,0.175729305224444,0.193586082175994,0.444884333782231,0.00367523421051045,-0.0180120810068065,0.0325376841064037,0.145511846005062,0.33199608539483,-0.0175315021112982,0.0990070972424771,-0.198958649951639,0.103712839364822,0.324512542888499,-0.110448578559135,0.288699855318256,0.323735024177311,0.0406024656912155,0.235694723861943,0.303466702615532,0.179845809996321,0.500146906755403,-0.0695271580895158,-0.112795806295631,-0.355215446600825,-0.0595710970760795,-0.0716745025564078,-0.176544796250622,-0.0528956828009336,-0.396091399003589,0.270760202842509,-0.0214183759345476,-0.421093727419017,-0.171017533175765,-0.261469867540857,-0.365012696219945,0.00654858385020269,0.0883136370593543,-0.0544949787867871
"Enyl_palmitoyl_GPE",0.343238726740082,-0.416552576247067,-0.161943367660768,-0.528749669822158,-0.488272097176576,-0.0958352909739321,0.204290684192618,-0.00810624177120502,-0.562458783388613,-0.552803086459026,-0.0241194679538142,-0.103237589856565,-0.107944611448485,0.458570272209417,-0.395310155317028,0.42394399803626,0.309094853858263,0.216384374733822,0.364575005658941,0.226674748149564,-0.386614179719964,0.265500331335023,0.324097358767083,-0.579887718139523,0.294166556381501,0.566470478409946,-0.0372165426825828,-0.0314361016734746,-0.0436632385352023,0.302460719284169,-0.163761430040189,-0.0969026011678225,-0.499490854041274,0.214025749689144,-0.00809824462470622,-0.00881225349629454,1,-0.0891703031658331,0.0207044156467313,-0.179148722022875,-0.302572863414882,-0.0803889245196735,0.481329512738105,-0.300089514200731,-0.366172999472199,0.200541917254539,0.0692331348945357,0.156519668160647,-0.108201373081411,0.131470862819246,-0.017744642696695,-0.145207256579319,-0.10492300204495,0.174546374795616,0.171324520787371,0.337327819824475,0.316426080929517,-0.0861722625363466,0.480590810736308,0.127783202224955,0.012120993381503,-0.22592333419147,0.157256148424437,-0.309555554283379,-0.208361584187835,-0.184393209042499,0.147357946856505,-0.139475980253403,-0.214707475592372,-0.218201078021156,-0.213213682340087,-0.154554547207782,0.0219127730351409,-0.309335391153727,0.0988607886697355,0.214879900075604,0.352381473990939,-0.177705200638244,0.085824495306542,-0.29807760991352,-0.551886062309968,-0.0381336111672754,-0.258201498547464,0.100137835634721,-0.0247629528863195,-0.0931821563717173,-0.00652221431896082,0.0832338470519276,0.343764399561387,-0.186233873873794,-0.123545975522434,-0.0248059707785918,-0.0645362299998789,0.231054192727772,-0.0247679503446283,-0.124034640814472,-0.0988564479780884,0.258581951323215,-0.162218453142944,0.340736060367749,0.0748980546008896,-0.379475522766926,-0.0667792516734888,-0.225259237794719,0.121610330827797,0.0826803599228208,0.440234228302661,-0.0948172922137124,0.416021176080669,0.577914361567742,-0.0623104323665033,0.407441650224802,-0.105684969390897,0.0869647753809211,-0.33831513004523,-0.258530952234151,0.31512049982648,-0.294772588427799,-0.239440933671951,0.195263848341309,0.123725279452115,-0.361290608284415,0.0982519431166491,0.168122780904441,0.129062830426178,0.0822436840394995,-0.266537039653615,-0.371406174638073,0.476577063214212,0.050664938836731,-0.105374223824717,0.192679891539962,-0.247452244357206,-0.101328944065022,-0.140240439067224,0.163678123720813
